layout,formulation,passivation_effectiveness,wash_strength_relative,wash_duration_seconds,wash_cycles,contact_boost,p10_useful_capture,median_useful_capture,p10_target_retained,median_target_retained,p90_background_remaining,median_background_remaining,median_target_wash_survival,median_background_removal,reliable_90_fraction,protocol_cost_index,reliable_90
triple_ring_24,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.9305,0.9671,0.9599,0.9831,0.0221,0.0153,0.9975,0.1790,0.9167,0.9500,yes
triple_ring_24,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.9304,0.9678,0.9616,0.9856,0.0250,0.0187,0.9986,0.0693,0.9167,0.9450,yes
triple_ring_24,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.9304,0.9675,0.9615,0.9853,0.0243,0.0179,0.9984,0.0999,0.9167,0.9500,yes
triple_ring_24,mixed_spacer_antifouling,0.90,2.00,5,1,0.30,0.9304,0.9654,0.9572,0.9811,0.0187,0.0118,0.9961,0.3630,0.9167,0.9975,yes
triple_ring_24,mixed_spacer_antifouling,0.90,1.00,10,1,0.30,0.9301,0.9662,0.9579,0.9816,0.0203,0.0134,0.9965,0.2651,0.9167,0.9600,yes
triple_ring_24,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.9300,0.9675,0.9616,0.9856,0.0250,0.0187,0.9986,0.0693,0.9167,0.9650,yes
triple_ring_24,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.9300,0.9666,0.9599,0.9831,0.0221,0.0153,0.9975,0.1790,0.9167,0.9600,yes
triple_ring_24,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.9299,0.9674,0.9607,0.9840,0.0242,0.0178,0.9979,0.1022,0.9167,0.9400,yes
triple_ring_24,mixed_spacer_antifouling,0.30,1.25,30,1,0.30,0.9005,0.9336,0.9357,0.9645,0.0784,0.0326,0.9864,0.7289,0.8889,0.4400,yes
triple_ring_24,mixed_spacer_antifouling,0.30,1.75,20,1,0.30,0.9036,0.9358,0.9365,0.9648,0.0708,0.0274,0.9867,0.7691,0.9167,0.4550,yes
triple_ring_24,mixed_spacer_antifouling,0.30,1.75,10,2,0.30,0.9025,0.9346,0.9365,0.9648,0.0708,0.0274,0.9867,0.7691,0.9167,0.4650,yes
triple_ring_24,mixed_spacer_antifouling,0.30,2.00,20,1,0.30,0.9024,0.9332,0.9290,0.9613,0.0571,0.0191,0.9845,0.8351,0.9167,0.4650,yes
triple_ring_24,mixed_spacer_antifouling,0.30,2.00,10,2,0.30,0.9011,0.9319,0.9290,0.9613,0.0571,0.0191,0.9845,0.8351,0.8889,0.4750,yes
triple_ring_24,mixed_spacer_antifouling,0.30,2.00,5,3,0.30,0.9010,0.9347,0.9415,0.9674,0.0761,0.0309,0.9883,0.7414,0.8889,0.4825,yes
triple_ring_24,mixed_spacer_antifouling,0.30,1.75,5,4,0.30,0.9004,0.9324,0.9365,0.9648,0.0708,0.0274,0.9867,0.7691,0.8889,0.4850,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.00,30,1,0.30,0.9004,0.9375,0.9440,0.9698,0.0848,0.0422,0.9895,0.6030,0.8889,0.5200,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.25,20,1,0.30,0.9001,0.9385,0.9468,0.9720,0.0870,0.0444,0.9909,0.5812,0.8889,0.5250,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.00,45,1,0.30,0.9009,0.9318,0.9283,0.9610,0.0638,0.0256,0.9843,0.7498,0.8889,0.5275,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.25,30,1,0.30,0.9037,0.9357,0.9357,0.9645,0.0672,0.0279,0.9864,0.7289,0.9167,0.5300,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.00,20,2,0.30,0.9012,0.9336,0.9342,0.9639,0.0704,0.0303,0.9860,0.7082,0.9167,0.5350,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.50,20,1,0.30,0.9046,0.9386,0.9426,0.9684,0.0740,0.0331,0.9888,0.6848,0.9167,0.5350,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.50,30,1,0.30,0.9015,0.9344,0.9249,0.9596,0.0512,0.0177,0.9833,0.8229,0.8889,0.5400,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.50,10,2,0.30,0.9037,0.9377,0.9426,0.9684,0.0740,0.0331,0.9888,0.6848,0.9167,0.5450,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.75,20,1,0.30,0.9060,0.9376,0.9365,0.9648,0.0607,0.0235,0.9867,0.7691,0.9167,0.5450,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.25,10,3,0.30,0.9021,0.9341,0.9357,0.9645,0.0672,0.0279,0.9864,0.7289,0.9167,0.5500,yes
triple_ring_24,mixed_spacer_antifouling,0.40,2.00,10,1,0.30,0.9015,0.9407,0.9494,0.9744,0.0857,0.0431,0.9922,0.5941,0.8889,0.5500,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.00,10,4,0.30,0.9000,0.9323,0.9342,0.9639,0.0704,0.0303,0.9860,0.7082,0.8889,0.5550,yes
triple_ring_24,mixed_spacer_antifouling,0.40,1.75,10,2,0.30,0.9050,0.9365,0.9365,0.9648,0.0607,0.0235,0.9867,0.7691,0.9167,0.5550,yes
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,5,1,0.30,0.8344,0.9481,0.8651,0.9715,0.0423,0.0296,0.9996,0.0178,0.6944,0.9275,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,10,1,0.30,0.8343,0.9480,0.8646,0.9711,0.0417,0.0288,0.9993,0.0353,0.6944,0.9300,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.50,5,1,0.30,0.8343,0.9481,0.8645,0.9710,0.0412,0.0282,0.9992,0.0512,0.6944,0.9375,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,5,2,0.30,0.8342,0.9478,0.8646,0.9711,0.0417,0.0288,0.9993,0.0353,0.6944,0.9400,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.75,5,1,0.30,0.8342,0.9476,0.8638,0.9705,0.0398,0.0267,0.9987,0.0939,0.6944,0.9475,no
triple_ring_24,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.8342,0.9465,0.8631,0.9699,0.0371,0.0246,0.9982,0.1428,0.6944,0.9575,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,20,1,0.30,0.8341,0.9473,0.8636,0.9703,0.0406,0.0276,0.9986,0.0693,0.6944,0.9350,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.50,10,1,0.30,0.8341,0.9470,0.8633,0.9701,0.0395,0.0265,0.9984,0.0999,0.6944,0.9400,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,10,2,0.30,0.8340,0.9472,0.8636,0.9703,0.0406,0.0276,0.9986,0.0693,0.6944,0.9450,no
triple_ring_24,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.8340,0.9453,0.8623,0.9693,0.0350,0.0223,0.9977,0.1956,0.6944,0.9675,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,5,3,0.30,0.8339,0.9476,0.8641,0.9707,0.0411,0.0281,0.9989,0.0525,0.6944,0.9525,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,30,1,0.30,0.8339,0.9457,0.8625,0.9695,0.0393,0.0264,0.9979,0.1022,0.6944,0.9400,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.50,5,2,0.30,0.8339,0.9466,0.8633,0.9701,0.0395,0.0265,0.9984,0.0999,0.6944,0.9500,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,5,4,0.30,0.8337,0.9468,0.8636,0.9703,0.0406,0.0276,0.9986,0.0693,0.6944,0.9650,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.8337,0.9449,0.8620,0.9691,0.0356,0.0231,0.9975,0.1790,0.6944,0.9500,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.25,10,3,0.30,0.8336,0.9454,0.8625,0.9695,0.0393,0.0264,0.9979,0.1022,0.6944,0.9600,no
triple_ring_24,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.8336,0.9445,0.8616,0.9688,0.0336,0.0205,0.9972,0.2508,0.6944,0.9775,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.8333,0.9444,0.8620,0.9691,0.0356,0.0231,0.9975,0.1790,0.6944,0.9600,no
triple_ring_24,polyT30_PEG_passivated,0.90,0.50,5,3,0.30,0.8332,0.9446,0.8622,0.9692,0.0370,0.0246,0.9976,0.1460,0.6944,0.9625,no
triple_ring_24,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.8332,0.9444,0.8608,0.9681,0.0319,0.0190,0.9967,0.3070,0.6944,0.9875,no
triple_ring_24,polyT30_standard,0.90,2.00,5,1,0.30,0.5772,0.9037,0.6036,0.9344,0.0440,0.0273,0.9961,0.3630,0.5278,0.9975,no
triple_ring_24,polyT30_standard,0.90,1.75,10,1,0.30,0.5771,0.9038,0.5999,0.9291,0.0370,0.0182,0.9933,0.5196,0.5278,0.9900,no
triple_ring_24,polyT30_standard,0.90,2.00,10,1,0.30,0.5771,0.9031,0.5984,0.9265,0.0338,0.0148,0.9922,0.5941,0.5278,1.0000,no
triple_ring_24,polyT30_standard,0.90,1.75,5,1,0.30,0.5770,0.9033,0.6044,0.9348,0.0470,0.0298,0.9967,0.3070,0.5278,0.9875,no
triple_ring_24,polyT30_standard,0.90,1.50,10,1,0.30,0.5768,0.9036,0.6013,0.9313,0.0405,0.0221,0.9944,0.4387,0.5278,0.9800,no
triple_ring_24,polyT30_standard,0.90,1.50,5,1,0.30,0.5767,0.9028,0.6051,0.9352,0.0500,0.0347,0.9972,0.2508,0.5556,0.9775,no
triple_ring_24,polyT30_standard,0.90,1.25,10,1,0.30,0.5765,0.9032,0.6028,0.9335,0.0446,0.0277,0.9955,0.3529,0.5278,0.9700,no
triple_ring_24,polyT30_standard,0.90,1.25,5,1,0.30,0.5764,0.9029,0.6058,0.9356,0.0529,0.0383,0.9977,0.1956,0.5278,0.9675,no
triple_ring_24,polyT30_standard,0.90,1.75,5,2,0.30,0.5764,0.9028,0.5999,0.9291,0.0370,0.0182,0.9933,0.5196,0.5278,1.0000,no
triple_ring_24,polyT30_standard,0.90,2.00,5,2,0.30,0.5763,0.9019,0.5984,0.9265,0.0338,0.0148,0.9922,0.5941,0.5278,1.0100,no
triple_ring_24,polyT30_standard,0.90,1.00,10,1,0.30,0.5762,0.9026,0.6041,0.9347,0.0491,0.0335,0.9965,0.2651,0.5278,0.9600,no
triple_ring_24,polyT30_standard,0.90,1.50,5,2,0.30,0.5762,0.9027,0.6013,0.9313,0.0405,0.0221,0.9944,0.4387,0.5278,0.9900,no
triple_ring_24,polyT30_standard,0.90,1.00,5,1,0.30,0.5761,0.9031,0.6065,0.9360,0.0570,0.0412,0.9982,0.1428,0.5278,0.9575,no
triple_ring_24,polyT30_standard,0.90,1.25,5,2,0.30,0.5760,0.9024,0.6028,0.9335,0.0446,0.0277,0.9955,0.3529,0.5278,0.9800,no
triple_ring_24,polyT30_standard,0.90,0.75,10,1,0.30,0.5759,0.9023,0.6055,0.9354,0.0542,0.0390,0.9975,0.1790,0.5278,0.9500,no
triple_ring_24,polyT30_standard,0.90,1.00,5,2,0.30,0.5759,0.9020,0.6041,0.9347,0.0491,0.0335,0.9965,0.2651,0.5278,0.9700,no
triple_ring_24,polyT30_standard,0.90,0.75,5,1,0.30,0.5758,0.9033,0.6072,0.9363,0.0597,0.0451,0.9987,0.0939,0.5278,0.9475,no
triple_ring_24,polyT30_standard,0.90,1.00,20,1,0.30,0.5758,0.9026,0.5994,0.9284,0.0395,0.0210,0.9930,0.4599,0.5278,0.9650,no
triple_ring_24,polyT30_standard,0.90,0.50,5,1,0.30,0.5756,0.9036,0.6079,0.9367,0.0622,0.0468,0.9992,0.0512,0.5278,0.9375,no
triple_ring_24,polyT30_standard,0.90,0.50,10,1,0.30,0.5756,0.9029,0.6068,0.9361,0.0594,0.0446,0.9984,0.0999,0.5278,0.9400,no
triple_ring_24,rigid_spacer_PEG,0.90,2.00,5,1,0.30,0.8880,0.9469,0.9159,0.9708,0.0287,0.0167,0.9961,0.3630,0.8889,0.9975,no
triple_ring_24,rigid_spacer_PEG,0.90,1.75,5,1,0.30,0.8879,0.9473,0.9169,0.9720,0.0305,0.0190,0.9967,0.3070,0.8889,0.9875,no
triple_ring_24,rigid_spacer_PEG,0.90,1.50,5,1,0.30,0.8876,0.9476,0.9178,0.9727,0.0319,0.0221,0.9972,0.2508,0.8889,0.9775,no
triple_ring_24,rigid_spacer_PEG,0.90,1.25,5,1,0.30,0.8872,0.9479,0.9187,0.9731,0.0337,0.0240,0.9977,0.1956,0.8889,0.9675,no
triple_ring_24,rigid_spacer_PEG,0.90,1.25,10,1,0.30,0.8871,0.9463,0.9148,0.9694,0.0291,0.0170,0.9955,0.3529,0.8889,0.9700,no
triple_ring_24,rigid_spacer_PEG,0.90,1.00,10,1,0.30,0.8870,0.9470,0.9166,0.9716,0.0316,0.0215,0.9965,0.2651,0.8889,0.9600,no
triple_ring_24,rigid_spacer_PEG,0.90,1.50,10,1,0.30,0.8869,0.9455,0.9129,0.9674,0.0260,0.0148,0.9944,0.4387,0.8889,0.9800,no
triple_ring_24,rigid_spacer_PEG,0.90,1.00,5,1,0.30,0.8868,0.9480,0.9196,0.9737,0.0358,0.0255,0.9982,0.1428,0.8889,0.9575,no
triple_ring_24,rigid_spacer_PEG,0.90,0.75,10,1,0.30,0.8867,0.9476,0.9183,0.9729,0.0343,0.0246,0.9975,0.1790,0.8889,0.9500,no
triple_ring_24,rigid_spacer_PEG,0.90,0.75,5,1,0.30,0.8864,0.9476,0.9205,0.9743,0.0377,0.0269,0.9987,0.0939,0.8889,0.9475,no
triple_ring_24,rigid_spacer_PEG,0.90,1.00,5,2,0.30,0.8864,0.9464,0.9166,0.9716,0.0316,0.0215,0.9965,0.2651,0.8889,0.9700,no
triple_ring_24,rigid_spacer_PEG,0.90,1.25,5,2,0.30,0.8864,0.9455,0.9148,0.9694,0.0291,0.0170,0.9955,0.3529,0.8889,0.9800,no
triple_ring_24,rigid_spacer_PEG,0.90,1.75,10,1,0.30,0.8864,0.9441,0.9110,0.9659,0.0232,0.0130,0.9933,0.5196,0.8889,0.9900,no
triple_ring_24,rigid_spacer_PEG,0.90,0.50,10,1,0.30,0.8862,0.9476,0.9200,0.9739,0.0375,0.0267,0.9984,0.0999,0.8889,0.9400,no
triple_ring_24,rigid_spacer_PEG,0.90,0.75,5,2,0.30,0.8862,0.9471,0.9183,0.9729,0.0343,0.0246,0.9975,0.1790,0.8889,0.9600,no
triple_ring_24,rigid_spacer_PEG,0.90,0.50,5,1,0.30,0.8860,0.9472,0.9214,0.9749,0.0399,0.0281,0.9992,0.0512,0.8889,0.9375,no
triple_ring_24,rigid_spacer_PEG,0.90,0.50,20,1,0.30,0.8860,0.9470,0.9172,0.9724,0.0338,0.0242,0.9968,0.1898,0.8889,0.9450,no
triple_ring_24,rigid_spacer_PEG,0.90,0.75,20,1,0.30,0.8860,0.9456,0.9139,0.9683,0.0301,0.0179,0.9950,0.3259,0.8889,0.9550,no
triple_ring_24,rigid_spacer_PEG,0.90,1.50,5,2,0.30,0.8860,0.9446,0.9129,0.9674,0.0260,0.0148,0.9944,0.4387,0.8889,0.9900,no
triple_ring_24,rigid_spacer_PEG,0.90,0.50,5,2,0.30,0.8859,0.9473,0.9200,0.9739,0.0375,0.0267,0.9984,0.0999,0.8889,0.9500,no
